;name;average_sentiment;cat_detailed;cat_sites_reduced_more;average_age;average_way_travel;latitud;longitud;address;area;rating;user_age_encoded;way_travel_encoded;sentiment_encoded;destination_encoded;cat_sites_reduced_more_encoded
139;Ciudad del Arte. Museo Zapadores;artsy;cultural_center;experiences, cultural centers, theaters and music;young;in groups;40,4964533;-3,6819609;C. Antonio de Cabezón, 70, 28034 Madrid, España;Madrid;4,5;0;2;0;1;4
140;Palacio del Infante Don Luis;history_freak;historic_building;historic building, museums and archaeological rests;young;in couple;40,4069944;-3,8742756;Av. de Adolfo Suárez, 27, 28660 Boadilla del Monte, Madrid, España;Madrid;4,4;0;1;4;1;1
141;Tras Julia;artsy;sculpture;points of interest, like squares and sculptures;old;in couple;40,424329;-3,7071605;Palacio Bauer, 28004 Madrid, España;Madrid;5;2;1;0;1;3
142;El Vecino Curioso;artsy;sculpture;points of interest, like squares and sculptures;old;in family;40,415246;-3,7129816;C. de la Almudena, 1, 28013 Madrid, España;Madrid;4,6;2;3;0;1;3
143;La abuela roquera;artsy;sculpture;points of interest, like squares and sculptures;young;in couple;40,3953178;-3,6662575;C/ de Peña Gorbea, 22, 28053 Madrid, España;Madrid;4,5;0;1;0;1;3
144;La Sirena Varada;artsy;sculpture;points of interest, like squares and sculptures;old;in family;40,433011;-3,6874523;Paso Elevado de Enrique de la Mata Gorostizaga, 28006 Madrid, España;Madrid;4;2;3;0;1;3
145;Al Libro;relax;historic_building;historic building, museums and archaeological rests;young;alone;40,4244201;-3,6761864;C. de Alcalá, 96, 28009 Madrid, España;Madrid;4,3;0;0;2;1;1
146;El Dia y la Noche;history_freak;sculpture;points of interest, like squares and sculptures;old;in groups;40,4063005;-3,6886201;Av. de la Ciudad de Barcelona, 3, 28007 Madrid, España;Madrid;4,4;2;2;4;1;3
147;Barrendero madrileño 1960;artsy;sculpture;points of interest, like squares and sculptures;old;in couple;40,4145377;-3,7035057;Plaza de Jacinto Benavente, 5, 28012 Madrid, España;Madrid;4,6;2;1;0;1;3
148;Iglesia de San Anton;history_freak;religious;religious;young;in groups;40,4239566;-3,6986959;C/ de Hortaleza, 63, 28004 Madrid, España;Madrid;4,5;0;2;4;1;5
149;Puy du Fou España;relax;park;town, parks or lookouts;old;in groups;39,8394279;-4,0909833;CM40 salida, 13, 45004 Toledo, España;Madrid;4,6;2;2;2;1;2
150;Parque Warner Beach;adventurous;park;town, parks or lookouts;young;alone;40,2301773;-3,5884391;28330 San Martín de la Vega, Madrid, España;Madrid;3,6;0;0;1;1;2
151;Centro de Estudios Hidrograficos del CEDEX;history_freak;contemporary_building;contemporary buildings and art galleries;old;in groups;40,4125053;-3,7223459;P.º Bajo de la Virgen del Puerto, 3, 28005 Madrid, España;Madrid;3,3;2;2;4;1;6
152;A Punto;curious;food;food, music, seaside, sport and others;old;in family;40,4611147;-3,6349142;Av. de Machupichu, 85, 28043 Madrid, España;Madrid;4,2;2;3;3;1;8
153;Catedral Ortodoxa Rusa de Santa Maria Magdalena;history_freak;religious;religious;old;in couple;40,4670166;-3,6515356;Gran Vía de Hortaleza, 48, 28043 Madrid, España;Madrid;4,6;2;1;4;1;5
154;Centro Cultural Flamenco de Madrid;curious;cultural_center;experiences, cultural centers, theaters and music;young;in family;40,4226557;-3,6940582;C. del Conde de Xiquena, 6, 28004 Madrid, España;Madrid;4,8;0;3;3;1;4
155;Mirador Payaso Fofo;relax;lookout;town, parks or lookouts;adult;in family;40,3880513;-3,659892;C. del Payaso Fofó, 28018 Madrid, España;Madrid;4,4;1;3;2;1;2
156;Torre de San Jose;curious;contemporary_building;contemporary buildings and art galleries;young;alone;40,434042;-3,7034132;C. de Eloy Gonzalo, 3, 28010 Madrid, España;Madrid;5;0;0;3;1;6
157;Nattivus;curious;experience;experiences, cultural centers, theaters and music;adult;in family;40,4255825;-3,7168943;C. de Ferraz, 3, 28008 Madrid, España;Madrid;3,5;1;3;3;1;4
158;Cool Tour Spain;history_freak;experience;experiences, cultural centers, theaters and music;young;in groups;40,4758316;-3,657371;C. de Carrión de los Condes, 77, 28033 Madrid, España;Madrid;4,8;0;2;4;1;4
159;CSA La Tabacalera de Lavapies;curious;cultural_center;experiences, cultural centers, theaters and music;young;in couple;40,4062125;-3,7031061;C. de Embajadores, 53, 28012 Madrid, España;Madrid;5;0;1;3;1;4
160;Teatro Municipal de Vallecas;curious;theater;experiences, cultural centers, theaters and music;young;alone;40,3777401;-3,623067;C. Paso de Villamanrique, 3, 28031 Madrid, España;Madrid;4,2;0;0;3;1;4
161;Galeria Montsequi;curious;cultural_center;experiences, cultural centers, theaters and music;young;alone;40,4409389;-3,6974793;Edificio Rio Miera, C. de Alonso Cano, 42, 28003 Madrid, España;Madrid;4,3;0;0;3;1;4
162;Edificio Castellana 81 (Torre BBVA);history_freak;contemporary_building;contemporary buildings and art galleries;young;in couple;40,4477776;-3,6918384;P.º de la Castellana, 81, 28046 Madrid, España;Madrid;0;0;1;4;1;6
163;La Matritense;curious;food;food, music, seaside, sport and others;adult;in family;40,415298;-3,7101686;Pl. de la Villa, 2, 28005 Madrid, España;Madrid;4,6;1;3;3;1;8
164;Atlantis Aquarium Madrid;curious;park;town, parks or lookouts;adult;in couple;40,299534;-3,923605;C. Puerto de Navacerrada, 28939 Arroyomolinos, Madrid, España;Madrid;4,3;1;1;3;1;2
165;Edificio LaMarca;history_freak;historic_building;historic building, museums and archaeological rests;adult;in groups;40,424575;-3,6956388;C. de Fernando VI, 10, 28004 Madrid, España;Madrid;4,7;1;2;4;1;1
166;Salon de Baile del Teatro Real;curious;music;experiences, cultural centers, theaters and music;old;in couple;40,418299;-3,710578;Pl. de Isabel II, s/n, 28013 Madrid, España;Madrid;4,6;2;1;3;1;4
167;Espacio SOLO;artsy;cultural_center;experiences, cultural centers, theaters and music;adult;in family;40,4206188;-3,688225;Pl. de la Independencia, 5, 28001 Madrid, España;Madrid;4,8;1;3;0;1;4
168;Parque de las Cataratas (Parque Vallecas Villa);relax;park;town, parks or lookouts;old;in couple;40,3718584;-3,6244347;28031 Madrid, España;Madrid;3,9;2;1;2;1;2
169;Fundacion Casa de Mexico en España;artsy;cultural_center;experiences, cultural centers, theaters and music;old;alone;40,4300858;-3,7093744;C. de Alberto Aguilera, 20, 28015 Madrid, España;Madrid;4,5;2;0;0;1;4
170;Palacio de la Moncloa;history_freak;historic_building;historic building, museums and archaeological rests;young;in groups;40,445139;-3,7339848;Av. Puerta de Hierro, s/n, 28071 Madrid, España;Madrid;2,8;0;2;4;1;1
171;Mustang Road;curious;experience;experiences, cultural centers, theaters and music;young;in couple;40,4583321;-3,6753833;C. de Costa Rica, 12, 28016 Madrid, España;Madrid;0;0;1;3;1;4
172;Escuela Española de Cata;curious;food;food, music, seaside, sport and others;young;in couple;40,4289867;-3,670698;C. de las Mártires Concepcionistas, 19, Local 2, 28006 Madrid, España;Madrid;4,9;0;1;3;1;8
173;Espacio Abierto Quinta de los Molinos;artsy;park;town, parks or lookouts;young;alone;40,4475578;-3,629127;C. de Juan Ignacio Luca de Tena, 20, 28027 Madrid, España;Madrid;4,6;0;0;0;1;2
174;Cripta de la Catedral de la Almudena;history_freak;religious;religious;adult;alone;40,4153029;-3,7145836;C. Mayor, 90, 28013 Madrid, España;Madrid;4,6;1;0;4;1;5
175;Concha Barrios Gallery;artsy;art_gallery;contemporary buildings and art galleries;old;in family;40,422394;-3,683795;C. de Villanueva, 27, 28001 Madrid, España;Madrid;5;2;3;0;1;6
176;Monumento a Alfonso XII;history_freak;historic_building;historic building, museums and archaeological rests;adult;in groups;40,417318;-3,6830607;Parque del Retiro, Pl. de la Independencia, s/n, 28001 Madrid, España;Madrid;4,7;1;2;4;1;1
177;Huerta de la Partida;relax;park;town, parks or lookouts;old;in couple;40,4178306;-3,7245731;28011 Madrid, España;Madrid;4,5;2;1;2;1;2
178;Jardines de San Francisco el Grande;relax;park;town, parks or lookouts;adult;in couple;40,4100179;-3,7143657;Avenida Gran Vía de San Francisco, 29, 28005 Madrid, España;Madrid;4,3;1;1;2;1;2
179;Teatro de la Escuela;relax;theater;experiences, cultural centers, theaters and music;adult;alone;40,4353309;-3,7057562;C/ de Magallanes, 23, 28015 Madrid, España;Madrid;4,9;1;0;2;1;4
180;Sala Arapiles 16;artsy;theater;experiences, cultural centers, theaters and music;adult;in family;40,4331329;-3,7082096;C. de Arapiles, 16, 28015 Madrid, España;Madrid;4,4;1;3;0;1;4
181;Javier Aranburu;artsy;art_gallery;contemporary buildings and art galleries;young;in groups;40,4357487;-3,7132226;C. de Guzmán el Bueno, 63, 28015 Madrid, España;Madrid;4,9;0;2;0;1;6
182;Centro Cultural Islamico de Madrid;artsy;cultural_center;experiences, cultural centers, theaters and music;young;in couple;40,438403;-3,6580083;C. de Salvador de Madariaga, 7, 28027 Madrid, España;Madrid;4,7;0;1;0;1;4
183;Virtual Recall;relax;park;town, parks or lookouts;old;in couple;40,3113403;-3,4843845;Av. de Madrid, 128, Naves 15 y 16, 28500 Arganda del Rey, Madrid, España;Madrid;4,8;2;1;2;1;2
184;Parque Europa;relax;park;town, parks or lookouts;old;alone;40,4448585;-3,4577249;28850 Torrejón de Ardoz, Madrid, España;Madrid;4,6;2;0;2;1;2
185;Fundacion Fernando de Castro;curious;historic_building;historic building, museums and archaeological rests;young;in groups;40,4220292;-3,6823497;C. de Alcalá, 109, 28009 Madrid, España;Madrid;3,7;0;2;3;1;1
186;Centro del Actor;artsy;theater;experiences, cultural centers, theaters and music;adult;alone;40,385888;-3,7430062;C. Dolores Armengot, 22, 28025 Madrid, España;Madrid;4,8;1;0;0;1;4
187;Swinton & Grant;artsy;art_gallery;contemporary buildings and art galleries;adult;in groups;40,4059627;-3,7017184;C. de Miguel Servet, 21, 28012 Madrid, España;Madrid;4,8;1;2;0;1;6
188;Espositivo;artsy;art_gallery;contemporary buildings and art galleries;young;in couple;40,4308227;-3,7011344;Calle de Palafox, 7, 28010 Madrid, España;Madrid;4,9;0;1;0;1;6
189;Sala Equis;artsy;music;experiences, cultural centers, theaters and music;old;in couple;40,4119879;-3,7058726;C. del Duque de Alba, 4, 28012 Madrid, España;Madrid;4,5;2;1;0;1;4
190;Rompeolas;artsy;music;experiences, cultural centers, theaters and music;adult;in groups;40,4015649;-3,696599;C. de Tarragona, 18, 28045 Madrid, España;Madrid;4,7;1;2;0;1;4
191;La Escalera de Jacob;artsy;theater;experiences, cultural centers, theaters and music;young;in family;40,4113686;-3,7028308;C. de Lavapiés, 9, 28012 Madrid, España;Madrid;4,6;0;3;0;1;4
192;Iberdrola Music (Espacio Mad Cool / Nuevo Espacio de Festivales de Madrid);artsy;music;experiences, cultural centers, theaters and music;young;alone;40,4678304;-3,6173065;Av. del Partenón, 5, 28042 Madrid, España;Madrid;4,2;0;0;0;1;4
193;Lobby Art Gallery;artsy;art_gallery;contemporary buildings and art galleries;adult;in family;40,4214793;-3,7082198;C/ Gran Vía, 53, 28013 Madrid, España;Madrid;4,3;1;3;0;1;6
194;Jardines del Descubrimiento;relax;park;town, parks or lookouts;old;in groups;40,4251949;-3,6887681;Calle de Goya, 2, 28001 Madrid, España;Madrid;4,3;2;2;2;1;2
195;Vestibulo de Pacifico;artsy;museum;historic building, museums and archaeological rests;old;in family;40,4015488;-3,674849;Av. de la Ciudad de Barcelona, 79, 28007 Madrid, España;Madrid;4,5;2;3;0;1;1
196;Fox in a Box Madrid;artsy;other;food, music, seaside, sport and others;old;in couple;40,4027768;-3,6919777;C/ del Áncora, 12, 28045 Madrid, España;Madrid;4,8;2;1;0;1;8
197;Art Room;artsy;cultural_center;experiences, cultural centers, theaters and music;old;in family;40,4130221;-3,6975146;Calle de Sta. María, 15, 28014 Madrid, España;Madrid;4,3;2;3;0;1;4
198;Cava Baja Gallery;artsy;art_gallery;contemporary buildings and art galleries;adult;alone;40,4122395;-3,7093502;C. de la Cava Baja, 27, 28005 Madrid, España;Madrid;4,5;1;0;0;1;6
199;Desert City;relax;park;town, parks or lookouts;old;in groups;40,5989224;-3,5823782;A-1, KM 25, 28708 San Sebastián de los Reyes, Madrid, España;Madrid;4,6;2;2;2;1;2
200;Estadio Civitas Metropolitano;curious;historic_building;historic building, museums and archaeological rests;young;in groups;40,4362323;-3,5994819;Av. de Luis Aragonés, 4, 28022 Madrid, España;Madrid;4,6;0;2;3;1;1
201;La Morada;artsy;music;experiences, cultural centers, theaters and music;young;in family;40,4261211;-3,7024497;C. de la Palma, 11, 28004 Madrid, España;Madrid;4,7;0;3;0;1;4
202;Siesta & Go;relax;other;food, music, seaside, sport and others;old;in groups;40,4487225;-3,6946905;Entrada por la parte de atrás del 10, C. de Orense, 10 Posterior, bajos de, 28020 Madrid, España;Madrid;3,5;2;2;2;1;8
203;El silo de Hortaleza;curious;contemporary_building;contemporary buildings and art galleries;young;in family;40,4749262;-3,6454673;C. del Mar de las Antillas, 14, 28033 Madrid, España;Madrid;4,3;0;3;3;1;6
204;Iglesia de San Pedro ad Vincula;history_freak;religious;religious;young;in couple;40,3803501;-3,6202817;C. de Sierra Gorda, 5, 28031 Madrid, España;Madrid;4,6;0;1;4;1;5
205;Iglesia de Santa Maria la Antigua;history_freak;religious;religious;old;alone;40,3824256;-3,7525167;C. de Monseñor Oscar Romero, 92, 28047 Madrid, España;Madrid;4,4;2;0;4;1;5
206;Parque de Moratalaz;relax;park;town, parks or lookouts;old;in groups;40,4091935;-3,6450835;Av. de Moratalaz, 183, 28030 Madrid, España;Madrid;4,4;2;2;2;1;2
207;La Colonia de la Prensa;history_freak;historic_building;historic building, museums and archaeological rests;old;in family;40,3783115;-3,7478818;C. de Rodríguez Lázaro, 2, 28025 Madrid, España;Madrid;4,2;2;3;4;1;1
208;El Pardo;relax;park;town, parks or lookouts;young;in family;40,5190687;-3,7758766;El Pardo, 28048 Madrid, España;Madrid;4,284745763;0;3;2;1;2
209;La Corrala de Tribulete;history_freak;historic_building;historic building, museums and archaeological rests;young;in couple;40,4079288;-3,7020609;C. de Tribulete, 28012 Madrid, España;Madrid;2;0;1;4;1;1
210;Dolmen de Dali;history_freak;historic_building;historic building, museums and archaeological rests;old;in family;40,4239546;-3,673465;Pl. de Salvador Dalí, 28009 Madrid, España;Madrid;4,4;2;3;4;1;1
211;Cementerio de La Almudena;history_freak;point_of_interest;points of interest, like squares and sculptures;old;in groups;40,4254169;-3,6468444;Av. de Daroca, 90, 28017 Madrid, España;Madrid;4;2;2;4;1;3
212;Norman Foster Foundation;artsy;cultural_center;experiences, cultural centers, theaters and music;adult;in groups;40,4316391;-3,6914677;Calle del Monte Esquinza, 48, 28010 Madrid, España;Madrid;4,5;1;2;0;1;4
213;Ermita de San Isidro;history_freak;religious;religious;adult;in groups;40,400619;-3,7257221;P.º de la Ermita del Santo, 72, 28019 Madrid, España;Madrid;4,7;1;2;4;1;5
214;Rosaleda del Parque del Oeste;relax;park;town, parks or lookouts;old;in family;40,4264992;-3,7219103;C. de la Rosaleda, s/n, 28008 Madrid, España;Madrid;4,6;2;3;2;1;2
215;FeedingArtWorld;artsy;art_gallery;contemporary buildings and art galleries;young;in family;40,4653482;-3,5696382;Aeropuerto Madrid Barajas Terminal 1 Pl. 1 - C39, 28042 Barajas, Madrid, España;Madrid;2,5;0;3;0;1;6
216;WINDOBONA Tunel de Viento Madrid;artsy;park;town, parks or lookouts;old;alone;40,3640466;-3,7399572;C. de la Calderilla, 16, 28054 Madrid, España;Madrid;4,7;2;0;0;1;2
217;Real Conservatorio Superior de Musica;history_freak;historic_building;historic building, museums and archaeological rests;old;in groups;40,4091194;-3,6943429;C. de Sta. Isabel, 53, 28012 Madrid, España;Madrid;4,2;2;2;4;1;1
218;Teamlabs;artsy;other;food, music, seaside, sport and others;young;in couple;40,418042;-3,7070627;Pl. de San Martín, 1, 28013 Madrid, España;Madrid;4,7;0;1;0;1;8
219;Galeria eboli;artsy;art_gallery;contemporary buildings and art galleries;old;in couple;40,2405614;-3,6908571;C. Pablo Picasso, s/n, 28320 Pinto, Madrid, España;Madrid;4;2;1;0;1;6
220;La Encina;artsy;theater;experiences, cultural centers, theaters and music;adult;in couple;40,4029552;-3,7028258;C. de Ercilla, 15, 28005 Madrid, España;Madrid;4,5;1;1;0;1;4
221;Autocine Madrid Fever;artsy;other;food, music, seaside, sport and others;adult;in couple;40,4862166;-3,6777766;C. de la Isla de Java, 2, 28034 Madrid, España;Madrid;4,2;1;1;0;1;8
222;Auditorio Parque El Paraiso;artsy;cultural_center;experiences, cultural centers, theaters and music;old;in family;40,4300132;-3,6219417;Av. de Arcentales, 4, 28037 Madrid, España;Madrid;4,3;2;3;0;1;4
223;Zero Latency;artsy;park;town, parks or lookouts;old;in couple;40,4315981;-3,6684566;C. de Londres, 25, 28028 Madrid, España;Madrid;4,7;2;1;0;1;2
224;Sala de Arte Santander;artsy;art_gallery;contemporary buildings and art galleries;old;in family;40,3919576;-3,8649176;Av. de Cantabria, 2, 28660 Boadilla del Monte, Madrid, España;Madrid;4,4;2;3;0;1;6
225;B the travel brand Xperience Madrid;artsy;cultural_center;experiences, cultural centers, theaters and music;young;in family;40,4378565;-3,6915244;C. de Miguel Ángel, 33, 28010 Madrid, España;Madrid;4,5;0;3;0;1;4
226;La Arena Esports;artsy;park;town, parks or lookouts;old;in groups;40,480177;-3,706355;Terraza, Av. de Monforte de Lemos, 36, 28029 Madrid, España;Madrid;4,5;2;2;0;1;2
227;Galeria Yuri Lopez Kullins;artsy;art_gallery;contemporary buildings and art galleries;young;in groups;40,424516;-3,699057;Calle de Sta. Brígida, 23, 28004 Madrid, España;Madrid;4,5;0;2;0;1;6
228;Abierto Espacio Cultural;artsy;cultural_center;experiences, cultural centers, theaters and music;young;in family;40,4340275;-3,7107886;C. de Fernando el Católico, 35, 28015 Madrid, España;Madrid;4,3;0;3;0;1;4
229;Real Coliseo de Carlos III;artsy;theater;experiences, cultural centers, theaters and music;young;alone;40,5908936;-4,1471689;C/ Floridablanca, 20, 28200 San Lorenzo de El Escorial, Madrid, España;Madrid;4,7;0;0;0;1;4
230;Capilla del Museo de Historia;artsy;cultural_center;experiences, cultural centers, theaters and music;adult;in groups;40,4257367;-3,7006699;Calle de Fuencarral, 78, 28004 Madrid, España;Madrid;4,5;1;2;0;1;4
