id,name,Average_sentiment,Google rating,Level of popularity,Increase of popularity,Cat_detailed,address,zipcode,lat,lng,area,other_city,age,way of travel,Latitud_google,Longitud_google,dirección_google,Latitud,Longitud,Dirección,Rating,Precio
3742,Tesoros de Ermitabarri y la villa de Areatza,relax,,,,experience,,,,,Euskadi,,young,in groups,431465258.0,-28334696.0,"Ermitabarri, 48499 Ermitabarri-Ibarra, Vizcaya, Spain",,,,,
3743,Karrantza a pie y a bocados,relax,,,,experience,,,43.2457571071189,-3.315644209570303,Euskadi,,adult,alone,,,,43.2223226,-3.3590446,"Karrantza Harana, Vizcaya, España",N/A,N/A
3744,Actívate en la Montaña Alavesa,relax,,,,experience,,,,,Euskadi,Korres; Antoñana,young,in couple,4272119989999990.0,-24208713.0,"MontaÃ±a Alavesa, Ãlava, Spain",,,,,
3745,Rioja Alavesa. Historia y aventura,relax,,,,experience,,,,,Euskadi,,adult,in couple,,,,42.5644339,-2.58454,"La Hoya Bidea, 13, 01300 Guardia, Araba, España",4.4,N/A
3746,Robles centenarios e historia en Llanada Alavesa,relax,,,,experience,,,,,Euskadi,Munain,old,in couple,42844103.0,-2351562.0,"RJVX+J9, 01207 Munain, Ãlava, Spain",42.9057827,-2.3630184,"01208, Álava, España",5,N/A
3747,Entre castillos y jardines,relax,,,,experience,,,,,Euskadi,Trespuentes,old,in family,,,,43.3896854,-1.7895125,"Pierre Lhande Kalea, 2B, 20280 Hondarribia, Gipuzkoa, España",4.2,N/A
3748,Dos parques naturales,relax,,,,experience,,,,,Euskadi,,old,in family,,,,42.8749974,-3.2314641,"Casa del Parque, 01427 Lalastra, Araba, España",4.6,N/A
3749,Descubriendo la historia de Aiaraldea,relax,,,,experience,,,,,Euskadi,Quejana/Kexaa | Diseminado,young,in family,4313447559999990.0,-29683217.0,"Industrialdea, 4-8, 01400 Laudio, Araba, Spain",,,,,
3750,El corazón verde de la green capital,relax,,,,experience,,,42.850237,-2.6728711,Euskadi,,adult,in groups,,,,,,,,
3751,Ríos y mares de interior,relax,,,,experience,,,,,Euskadi,Araia; Zalduondo; Barrundia | Diseminado,young,in groups,,,,,,,,
3752,Minero por un día,relax,,,,experience,,,,,Euskadi,,young,in couple,,,,43.3114357,-3.0702087,"s/n, 48500, Bizkaia, España",4.6,N/A
3753,Un día completo en Karrantza,relax,,,,experience,,,43.2603286,-3.3856401,Euskadi,,old,in couple,432223226.0,-33590446.0,"Karrantza, Biscay, Spain",,,,,
3754,Parque Natural de Pagoeta y playa de Zarautz,relax,,,,experience,,,,,Euskadi,,old,alone,432881606.0,-216805.0,"Zarautz Beach, 20800, Gipuzkoa, Spain",43.2496847,-2.1557405,"Barrio de Iturraran, 20809 Laurgain, Gipuzkoa, España",4.7,N/A
3755,Tolosa en familia,relax,,,,experience,,,43.1347544,-2.0750946,Euskadi,,young,in couple,431347544.0,-20750946.0,"20400 Tolosa, Gipuzkoa, Spain",43.1380083,-2.0747335,"Euskal Herria Plaza, 20400 Tolosa, Gipuzkoa, España",4.5,N/A
3756,Karrantza en familia,relax,,,,experience,,,43.2391914,-3.3568413,Euskadi,,old,in couple,432223226.0,-33590446.0,"Karrantza, Biscay, Spain",43.246358,-3.3406915,"Biañez Auzoa, 44, 48890, Bizkaia, España",4.3,N/A
3757,Alkiza y Asteasu: la puerta del Hernio,relax,,,,experience,,,,,Euskadi,,adult,in family,43171386.0,-2151581.0,"Hernio, 20737, Gipuzkoa, Spain",43.171386,-2.151581,"Hernio, 20737, Gipuzkoa, España",4.6,N/A
3758,A pie por el sendero histórico GR-38,relax,,,,experience,,,,,Euskadi,,old,alone,,,,,,,,
3759,"Lezo, historia y memoria junto a Jaizkibel",relax,,,,experience,,,43.3223603,-1.8998001,Euskadi,,old,alone,43366944.0,-1820556.0,"Jaizkibel, 20280, Gipuzkoa, Spain",,,,,
3760,Naturaleza y vino en Rioja Alavesa,relax,,,,experience,,,,,Euskadi,,old,in couple,425420793.0,-25594214.0,"Rioja Alavesa, Ãlava, Spain",42.5022182,-2.5061061,"Mayor, 01321 Laserna, Araba, España",4.5,N/A
3761,Rincones donde oír el silencio,relax,,,,experience,,,,,Euskadi,,old,in family,,,,,,,,
3762,Naturaleza e historia de Aiaraldea,relax,,,,experience,,,,,Euskadi,,young,in couple,4313447559999990.0,-29683217.0,"Industrialdea, 4-8, 01400 Laudio, Araba, Spain",43.1345404,-2.968387,"Industrialdea, 4-8, 01400 Laudio, Araba, España",4.3,N/A
3763,"Errenteria, de moda",relax,,,,experience,,,43.3081107,-1.8912823,Euskadi,,adult,in family,433081107.0,-18912823.0,"Errenteria, Gipuzkoa, Spain",,,,,
3764,"Azpeitia entre dos joyas, de Loiola al Museo Vasco del Ferrocarril",relax,,,,experience,,,43.1744919,-2.2823503,Euskadi,,young,in couple,431857742.0,-22614185.0,"JuliÃ¡n Elortza Hiribidea, 8, 20730 Azpeitia, Gipuzkoa, Spain",43.1857742,-2.2614185,"Julián Elortza Hiribidea, 8, 20730 Azpeitia, Gipuzkoa, España",4.6,N/A
3765,La ruta de los Tres Templos,relax,,,,experience,,,,,Euskadi,,adult,in groups,,,,,,,,
3766,Siéntete pelotari en Azkoitia,relax,,,,experience,,,43.1776439,-2.3109203,Euskadi,,adult,in family,431776439.0,-23109203.0,"20720 Azkoitia, Gipuzkoa, Spain",,,,,
3767,Gigantes y aventura con vista a Aralar,relax,,,,experience,,,43.0994843,-2.0830679,Euskadi,,old,alone,,,,43.0369886,-2.0996868,"Larraitz Auzoa, s/n, 20269 Abaltzisketa, Gipuzkoa, España",4.5,N/A
3768,El monte Serantes,relax,,,,experience,,,43.3359388,-3.0620269,Euskadi,,young,alone,340686206.0,-1180275667.0,"El Monte, CA, USA",43.3359388,-3.0620269,"Serantes, 48980, Vizcaya, España",4.7,N/A
3769,Santurtzi marinero,relax,,,,experience,,,43.328128,-3.0336586,Euskadi,,old,in groups,43328128.0,-30336586.0,"Santurtzi, Biscay, Spain",43.33005139999999,-3.032011,"de, Bilbao, Bizkaia, España",4.6,N/A
3770,Aiaraldea a vista de pájaro,relax,,,,experience,,,,,Euskadi,,young,in groups,4313447559999990.0,-29683217.0,"Industrialdea, 4-8, 01400 Laudio, Araba, Spain",,,,,
3771,Camino de Santiago,relax,,,,experience,,,43.267298,-2.49628,Euskadi,,young,in couple,428768606.0,-85441729.0,"Santiago de Compostela, A CoruÃ±a, Spain",43.2768183,-2.1269514,"Nagusi Kalea, 17, 20810 Orio, Gipuzkoa, España",0,N/A
3772,Conociendo Lekeitio,relax,,,,experience,,,43.3672101,-2.5074163,Euskadi,,old,alone,433672101.0,-25074163.0,"Lekeitio, Biscay, Spain",43.3672101,-2.5074163,"Lequeitio, Vizcaya, España",N/A,N/A
3773,"Tolosa, villa de comerciantes",relax,,,,experience,,,43.1347544,-2.0750946,Euskadi,Tolosa,young,in family,431347544.0,-20750946.0,"20400 Tolosa, Gipuzkoa, Spain",43.1337432,-2.0785551,"Pedro Tolosa Pasealekua Ibilbidea, 2, 20400 Tolosa, Gipuzkoa, España",5,N/A
3774,Conociendo Ondarroa,relax,,,,experience,,,43.32302199999999,-2.422308,Euskadi,,young,alone,4332302199999990.0,-2422308.0,"Ondarroa, Biscay, Spain",43.32302199999999,-2.422308,"Ondárroa, Vizcaya, España",N/A,N/A
3775,"Road Trip Urola, un viaje para escapar del estrés rutinario",relax,,,,experience,,,43.1776439,-2.3109203,Euskadi,,old,in couple,4315157491017860.0,-229264349726902.0,"Urola, Gipuzkoa, Spain",,,,,
3776,Ruta por el sendero del Lea,relax,,,,experience,,,,,Euskadi,,adult,in couple,,,,,,,,
3777,Descubriendo el valle de Leitzaran,relax,,,,experience,,,43.2186367,-2.021197,Euskadi,Andoain,young,in couple,,,,43.1218316,-1.9395556,"Leizarán, España",4.7,N/A
3778,Museo al aire libre: Ruta de las Cascadas,relax,,,,experience,,,,,Euskadi,,young,in groups,,,,42.7155695,-2.4009583,"Unnamed Road, 01128, 01128, Álava, España",4.6,N/A
3779,"Por la ruta del Oria, entre kayaks y caballos",relax,,,,experience,,,,,Euskadi,Aia; Donostia / San Sebastián,young,in groups,4316452657196280.0,-2115699140789050.0,"Oria, Gipuzkoa, Spain",,,,,
3780,"Zalla, prehistoria y brujería",relax,,,,experience,,,,,Euskadi,,adult,in family,432120512.0,-3134137.0,"Zalla, 48860, Biscay, Spain",,,,,
3781,Conoce los secretos de elaboración del queso Idiazabal y los secretos milenarios de nuestros montes,relax,,,,experience,,,43.2298669,-1.9832138,Euskadi,Urnieta,young,in couple,,,,43.0578918,-3.0401247,"Ibarra Auzoa, 27, 01479 Izoria, Araba, España",4.9,N/A
3782,Arrasate emblemática: Besaide y su casco histórico,relax,,,,experience,,,,,Euskadi,Udala | Diseminado; Arrasate/Mondragón,adult,alone,430651297.0,-24895518.0,"Garibai Hiribidea, 3, 20500 Arrasate, Gipuzkoa, Spain",,,,,
3783,Cultura de la sidra,relax,,,,experience,,,43.2812917,-1.9469703,Euskadi,Astigarraga,old,in couple,,,,43.2812332,-1.9469672,"Kale Nagusia Kalea, 48, 20115 Astigarraga, Gipuzkoa, España",4.6,N/A
3784,"Chillidaleku y remonte, arte contemporáneo y tradición",relax,,,,experience,,,43.2786494,-1.9986195,Euskadi,Hernani,adult,in couple,432786583.0,-19986424.0,"Jauregi Bailara, 66, 20120 Hernani, Gipuzkoa, Spain",43.27863790000001,-1.9986099,"Jauregi Bailara, 66, 20120 Hernani, Gipuzkoa, España",4.7,N/A
3785,Las joyas que gozan de la devoción del valle,relax,,,,experience,,,42.94975920144515,-2.800541337976084,Euskadi,,young,alone,,,,,,,,
3786,"Hondarribia, ciudad medieval entre el mar y la montaña",relax,,,,experience,,,43.3708434,-1.8001488,Euskadi,Alde Zaharra,adult,in couple,433708434.0,-18001488.0,"Hondarribia, Gipuzkoa, Spain",43.3708434,-1.8001488,"Hondarribia, Gipuzkoa, España",N/A,N/A
3787,Adrenalina natural,relax,,,,experience,,,,,Euskadi,,adult,in family,,,,,,,,
3788,Irun y su pasado minero desde la época de los romanos,relax,,,,experience,,,43.3179905,-1.7722181,Euskadi,Irun,young,in family,433380969.0,-17888483.0,"Irun, Gipuzkoa, Spain",,,,,
3789,Saborea la Suiza vasca,relax,,,,experience,,,43.037404,-2.57883,Euskadi,,old,alone,46818188.0,8227511999999990.0,Switzerland,,,,,
3790,Enkarterri en familia - Enkarterribikefriendly,relax,,,,experience,,,,,Euskadi,,young,in couple,432479194.0,-31378173.0,"Enkarterri, Biscay, Spain",43.1951159,-3.192795,"Enkartur, Martin Mendia Kalea, 2, 48800 Balmaseda, Bizkaia, España",0,N/A
3791,Arranca hacia lo (des)conocido,relax,,,,experience,,,,,Euskadi,,old,alone,,,,,,,,
3792,La batalla de Kolitza,relax,,,,experience,,,43.20185,-3.249356,Euskadi,,adult,in family,,,,43.20185,-3.249356,"Coliza, 48800, Vizcaya, España",4.7,N/A
3793,Plentzia a fondo,relax,,,,experience,,,43.4046859,-2.9464435,Euskadi,,young,in family,434046859.0,-29464435.0,"Plentzia, Biscay, Spain",,,,,
3794,"Vitoria-Gasteiz Green Capital, una ciudad milenaria",relax,,,,experience,,,42.8506878,-2.6725579,Euskadi,,old,alone,428531869.0,-26732421.0,"Vitoria-Gasteiz, Ãlava, Spain",,,,,
3795,Playas de Sopela: rutas de acantilados y surf,relax,,,,experience,,,43.3807336,-2.9816125,Euskadi,,adult,in family,433832776.0,-30047501.0,"Playa de Sopelana, Vizcaya, Spain",43.3832776,-3.0047501,"Playa de Sopelana, Vizcaya, España",4.6,N/A
3796,"Vitoria-Gasteiz, historia de una batalla",relax,,,,experience,,,42.8413371,-2.6785927,Euskadi,,old,in family,428531869.0,-26732421.0,"Vitoria-Gasteiz, Ãlava, Spain",42.8465601,-2.6733108,"Virgen Blanca Plaza, 01001 Gasteiz, Araba, España",4.5,N/A
3797,Contrastes culturales de Vitoria-Gasteiz,relax,,,,experience,,,42.85127629999999,-2.672761,Euskadi,,old,alone,428531869.0,-26732421.0,"Vitoria-Gasteiz, Ãlava, Spain",42.8486135,-2.6728074,"C. Fray Zacarías Martínez, 2, 01001 Vitoria-Gasteiz, Álava, España",4.4,N/A
3798,Descubre los tesoros de Gorliz por mar y tierra,relax,,,,experience,,,43.413174,-2.934305,Euskadi,,adult,in groups,43413174.0,-2934305.0,"48630 Gorliz, Biscay, Spain",,,,,
3799,"Urdaibai, una ruta sobre las marismas",relax,,,,experience,,,,,Euskadi,,young,in groups,4339420579999990.0,-26881313.0,"Urdaibai Biosphere Reserve, Urdaibai, Bizkaia, Spain",43.368073,-2.690093,"48350 San Kristobal, Biscay, España",4.5,N/A
3800,"Donostia desde el MAR. Pasa un día como un pirata en las Motoras a la Isla y después, busca a Nemo en el Aquarium",relax,,,,experience,,,43.3227314,-1.9835439,Euskadi,Donostia / San Sebastián,adult,alone,43318334.0,-19812313.0,"Donostia-San Sebastian, Gipuzkoa, Spain",,,,,
3801,"Gernika, sumérgete en la historia de un pueblo milenario",relax,,,,experience,,,43.311373,-2.6808403,Euskadi,,young,alone,43311373.0,-26808403.0,"48300 Guernica, Biscay, Spain",43.3137637,-2.6805791,"Allende Salazar Kalea, 48300 Gernika-Lumo, Bizkaia, España",4.5,N/A
3802,Paraíso activo en la Montaña Alavesa,relax,,,,experience,,,42.672959,-2.3402279,Euskadi,,old,in groups,4272119989999990.0,-24208713.0,"MontaÃ±a Alavesa, Ãlava, Spain",,,,,
3803,Lunes gernikes: mercado tradicional y mucho más,relax,,,,experience,,,43.311373,-2.6808403,Euskadi,,old,alone,432548754.0,-29220881.0,"Santos Juanes Plaza, 6, 48006 Bilbo, Bizkaia, Spain",43.3157513,-2.6768906,"Domingo Alegria Plaza, s/n, 48300 Gernika-Lumo, Bizkaia, España",4.4,N/A
3804,"Donostia , Museo de arte contemporáneo al aire libre",relax,,,,experience,,,43.3227314,-1.9835439,Euskadi,Donostia / San Sebastián,old,in family,43318334.0,-19812313.0,"Donostia-San Sebastian, Gipuzkoa, Spain",43.3240274,-1.9872352,"Andere.E.Zipitria Kalea, 1, 20003 Donostia, Gipuzkoa, España",4.7,N/A
3805,Descubriendo el pasado de Añana,relax,,,,experience,,,,,Euskadi,,young,alone,,,,,,,,
3806,La magia del agua,relax,,,,experience,,,42.76625219635932,-3.090799974205019,Euskadi,,old,alone,,,,,,,,
3807,"Donostia, a pedales!",relax,,,,experience,,,43.3227314,-1.9835439,Euskadi,Donostia / San Sebastián,adult,in family,43318334.0,-19812313.0,"Donostia-San Sebastian, Gipuzkoa, Spain",43.3030568,-1.9564214,"P.I. Antzieta, Martutene Pasealekua, 3, 20014 Donostia-San Sebastian, Gipuzkoa, España",2.4,N/A
3808,"Donostia, surf y pintxos en el barrio de Gros",relax,,,,experience,,,43.3226965,-1.9833216,Euskadi,Donostia / San Sebastián,young,alone,4332473510000000.0,-19746153.0,"Gros, Donostia, Gipuzkoa, Spain",43.3236541,-1.9771678,"Usandizaga Kalea, Nº14, Bajo, 20002 Donostia, Gipuzkoa, España",4.7,N/A
3809,Aventura en Llanada Alavesa,relax,,,,experience,,,,,Euskadi,Arbulu; Ametzaga | Ametzaga,adult,in couple,428737995.0,-25792482.0,"Arabako Lautada, Araba, Spain",42.8791277,-2.2688191,"VPHJ+MF, 01260 Egino, Araba, España",0,N/A
3810,Las joyas de la Llanada Alavesa: iglesias y queso,relax,,,,experience,,,,,Euskadi,,adult,in family,428737995.0,-25792482.0,"Arabako Lautada, Araba, Spain",42.823723,-2.4144389,"Alaiza Kalea, 8, 01207 Alaitza, Araba, España",4.4,N/A
3811,"Mi fiel compañero, trekking con burros",relax,,,,experience,,,42.9403830704118,-2.405380547070304,Euskadi,,old,alone,,,,42.9400114,-2.4078354,"Saroizar, s/n, 01200 Narvaja, Álava, España",5,N/A
3812,Rioja Alavesa: enoturismo en todas sus formas,relax,,,,experience,,,,,Euskadi,Laguardia; Elciego,old,in groups,425420793.0,-25594214.0,"Rioja Alavesa, Ãlava, Spain",42.5749988,-2.5447032,"calle Somillo (Paraje La Balsa), 01309 Bilar, Álava, España",5,N/A
3813,Surf y senderismo en Mundaka,relax,,,,experience,,,43.408017,-2.7002508,Euskadi,,young,in couple,43408017.0,-27002508.0,"48360 Mundaka, Biscay, Spain",43.4089813,-2.6989539,"Santa Kataliña Plaza, 4, 48360 Mundaka, Bizkaia, España",5,N/A
3814,Elantxobe ? Ruta hacia el mar,relax,,,,experience,,,,,Euskadi,,young,in groups,43403103.0,-26397102.0,"48310 Elantxobe, Biscay, Spain",43.4034461,-2.638432,"Portu Kalea, 15, 48310 Elantxobe, Bizkaia, España",4.6,N/A
3815,Bilbao en un día,relax,,,,experience,,,43.2630126,-2.9349852,Euskadi,,young,alone,432630126.0,-29349852.0,"Bilbao, Biscay, Spain",43.2630126,-2.9349852,"Bilbao, Vizcaya, España",N/A,N/A
3816,Urdaibai desde dentro,relax,,,,experience,,,,,Euskadi,,adult,in family,4339420579999990.0,-26881313.0,"Urdaibai Biosphere Reserve, Urdaibai, Bizkaia, Spain",,,,,
3817,"Bakio, Surf, txakoli & Gaztelugatxe",relax,,,,experience,,,,,Euskadi,,young,alone,434282273.0,-28091831.0,"SABINO ARANA ETORBIDEA 3 BAJO, 48130 Baquio, Vizcaya, Spain",43.4282273,-2.8091831,"SABINO ARANA ETORBIDEA 3 BAJO, 48130 Bakio, Biscay, España",4.7,N/A
3818,"Donostia, relax y shopping",relax,,,,experience,,,43.318334,-1.9812313,Euskadi,,old,in couple,43318334.0,-19812313.0,"Donostia-San Sebastian, Gipuzkoa, Spain",43.32025429999999,-1.9819235,"Txurruka Kalea, 7, piso 1º oficina 4, 20004 Donostia, Gipuzkoa, España",5,N/A
3819,Geoparque en familia,relax,,,,experience,,,,,Euskadi,,young,in family,,,,43.2970097,-2.2556925,"Txomin Agirre Kalea, 20750 Zumaia, Gipuzkoa, España",4.4,N/A
3820,Eibar y Elgoibar: La esencia industrial vasca,relax,,,,experience,,,,,Euskadi,,adult,in family,431827331.0,-24814679.0,"Municipality of Eibar, 20600, Gipuzkoa, Spain",43.2157113,-2.4128202,"20870 Elgóibar, Gipuzkoa, España",N/A,N/A
3821,Donostia desde el MAR,relax,,,,experience,,,43.318334,-1.9812313,Euskadi,,old,alone,43318334.0,-19812313.0,"Donostia-San Sebastian, Gipuzkoa, Spain",,,,,
3822,Aproximación a la desconocida Urola Garaia,relax,,,,experience,,,,,Euskadi,,adult,in couple,43036041.0,-22630393.0,"Goierri, Gipuzkoa, Spain",,,,,
3823,Vive la aventura en el Geoparque,relax,,,,experience,,,,,Euskadi,Deba; Mutriku; Itziar,young,alone,,,,43.2970097,-2.2556925,"Txomin Agirre Kalea, 20750 Zumaia, Gipuzkoa, España",4.4,N/A
3824,Bilbao siguiendo el curso de la ría,relax,,,,experience,,,43.2630126,-2.9349852,Euskadi,,old,alone,432630126.0,-29349852.0,"Bilbao, Biscay, Spain",,,,,
3825,Oñati monumental en el interior de Gipuzkoa,relax,,,,experience,,,43.1568847,-2.7912765,Euskadi,Oñati,old,in groups,430341127.0,-24171658.0,"OÃ±ati, Gipuzkoa, Spain",,,,,
3826,"Legazpi, un pueblo con mucho que ofrecer",relax,,,,experience,,,43.05434899999999,-2.3333059,Euskadi,,old,in couple,430523571.0,-23315143.0,"20230 Legazpi, Gipuzkoa, Spain",40.3892335,-3.6864121,"Legazpi, 28045 Madrid, España",N/A,N/A
3827,Urola Garaia en familia,relax,,,,experience,,,,,Euskadi,,adult,in family,43036041.0,-22630393.0,"Goierri, Gipuzkoa, Spain",43.0917784,-2.303961300000001,"Beloki Hiribidea, s/n, 20700 Zumarraga, Gipuzkoa, España",4.3,N/A
3828,Bilbao con los más peques,relax,,,,experience,,,43.2630126,-2.9349852,Euskadi,,young,in family,432630126.0,-29349852.0,"Bilbao, Biscay, Spain",43.249379,-2.915691,"Calle Sagarminaga 6 planta baja, 48004 Bilbao, Biscay, España",4.7,N/A
3829,Naturaleza y arte en Debagoiena; Santuario de Arantzazu,relax,,,,experience,,,42.9790708,-2.3985399,Euskadi,Arantzazu | Santuario de Arantzazu,young,in groups,,,,42.9790708,-2.3985399,"Lugar, 6, 20567, Gipuzkoa, España",4.5,N/A
3830,Getxo monumental a Deapie,relax,,,,experience,,,43.3387367,-3.0081319,Euskadi,,old,alone,433387367.0,-30081319.0,"Getxo, Biscay, Spain",,,,,
3831,Rutas con vistas al mar en Bermeo,relax,,,,experience,,,43.4188248,-2.7269756,Euskadi,,old,in groups,434188248.0,-27269756.0,"48370 Bermeo, Biscay, Spain",43.4179706,-2.7107906,"BI-2235, 48360 Mundaka, Biscay, España",4.5,N/A
3832,"Bermeo, tradiciones y actividades marineras",relax,,,,experience,,,43.4188248,-2.7269756,Euskadi,,adult,in couple,434188248.0,-27269756.0,"48370 Bermeo, Biscay, Spain",,,,,
3833,Las atalayas de Debabarrena,relax,,,,experience,,,,,Euskadi,,adult,in family,432471934.0,-23616203.0,"Debabarrena, Gipuzkoa, Spain",43.4070243,-2.6977932,"Portu Kalea, 1, 48360 Mundaka, Bizkaia, España",4.4,N/A
3834,Museo salino en familia,relax,,,,experience,,,42.9828595,-2.566477,Euskadi,Leintz Gatzaga,adult,in family,,,,42.9832622,-2.5662762,"Dorletara Bidea, 29, 20530 Leintz Gatzaga, Gipuzkoa, España",4.7,N/A
3835,De Bergara a Antzuola,relax,,,,experience,,,,,Euskadi,Bergara; Antzuola,young,alone,430973325.0,-2380745.0,"20577 Antzuola, Gipuzkoa, Spain",,,,,
3836,"Zestoa, del paleolítico hasta el siglo XVII",relax,,,,experience,,,43.2407929,-2.2593466,Euskadi,,old,in couple,432407929.0,-22593466.0,"20740 Zestoa, Gipuzkoa, Spain",,,,,
3837,Itsaso,relax,,,,town,,,43.07246071153136,-2.258025490807349,Euskadi,,adult,in groups,430726684.0,-22579638.0,"20709 Ichaso, Gipuzkoa, Spain",43.0726684,-2.2579638,"20709 Ichaso, Gipuzkoa, España",N/A,N/A
3838,Bilbao alternativo,relax,,,,experience,,,43.2630126,-2.9349852,Euskadi,,adult,in groups,432630126.0,-29349852.0,"Bilbao, Biscay, Spain",43.2615416,-2.947293,"Sabino Arana Etorbidea, 28, 48013 Bilbo, Bizkaia, España",5,N/A
3839,Bilbao desde las alturas,relax,,,,experience,,,43.2630126,-2.9349852,Euskadi,,young,in family,432630126.0,-29349852.0,"Bilbao, Biscay, Spain",,,,,
3840,Camino Ignaciano a pie,relax,,,,experience,,,,,Euskadi,Araia; Antoñana,old,in family,417247516.0,18295354.0,"Via de Sant Ignasi, 36, 08241 Manresa, Barcelona, Spain",,,,,
3841,Descubriendo Izki,relax,,,,experience,,,,,Euskadi,Antoñana; Korres; Maeztu/Maestu,old,in family,,,,42.6993106,-2.4335628,"C. Afuera, s/n, 01129 Corres, Álava, España",4.6,N/A
3842,"Cuevas eremíticas, morada de los primeros monjes",relax,,,,experience,,,,,Euskadi,Faido/Faidu; Urarte; Markinez; Arluzea,young,in couple,428816643.0,-31894122.0,"ValdegovÃ­a/Gaubea, 01427, Ãlava, Spain",42.8729373,-3.164549,"01427 Corro, Álava, España",4.5,N/A
3843,Disfruta las aves en la Montaña Alavesa,relax,,,,experience,,,,,Euskadi,Urturi,old,in couple,4272119989999990.0,-24208713.0,"MontaÃ±a Alavesa, Ãlava, Spain",,,,,
3844,Iníciate al golf en Montaña Alavesa,relax,,,,experience,,,42.661759,-2.511198,Euskadi,Urturi,adult,in groups,4272119989999990.0,-24208713.0,"MontaÃ±a Alavesa, Ãlava, Spain",42.661759,-2.511198,"01119 Urturi, Álava, España",4.5,N/A
3845,En barco para toda la familia,relax,,,,experience,,,43.3757309,-1.7949019,Euskadi,,adult,in family,,,,43.3948291,-2.6965486,"48395 Sukarrieta, Biscay, España",4.7,N/A
3846,Ruta arquitectura y diseño en Bilbao & Casco Viejo y pintxos,relax,,,,experience,,,43.2630126,-2.9349852,Euskadi,,young,alone,432595661.0,-29238397.0,"Casco Viejo, Bilbao, Biscay, Spain",,,,,
3847,Los lugares prohibidos del fuerte de Guadalupe,relax,,,,experience,,,43.3708434,-1.8001488,Euskadi,,adult,in groups,433703959.0,-18180698.0,"20280 Hondarribia, Gipuzkoa, Spain",43.3703959,-1.8180698,"20280 Hondarribia, Gipuzkoa, España",4.4,N/A
3848,Museo Guggenheim & Bilbao en kayak,relax,,,,experience,,,43.2686712,-2.9340118,Euskadi,,young,in couple,432686712.0,-29340118.0,"Abandoibarra Etorb., 2, 48009 Bilbo, Bizkaia, Spain",43.2686712,-2.9340118,"Abandoibarra Etorb., 2, 48009 Bilbo, Bizkaia, España",4.5,N/A
3849,Bautismo de buceo en Hondarribia,relax,,,,experience,,,,,Euskadi,,old,alone,433708434.0,-18001488.0,"Hondarribia, Gipuzkoa, Spain",43.3751503,-1.794768,"Puerto Deportivo Zona Técnica Nave 5, 20280 Hondarribia, Gipuzkoa, España",4.7,N/A
3850,Explorando el Bidasoa en bicicleta,relax,,,,experience,,,43.34375,-1.76048,Euskadi,,adult,alone,4325344335496760.0,-162059072445793.0,Bidasoa,43.1354011,-1.6659294,"31740 Doneztebe, Navarra, España",4.6,N/A
3851,"Urola, un recorrido por su patrimonio histórico y arquitectónico",relax,,,,experience,,,43.1744919,-2.2823503,Euskadi,,young,in couple,4315157491017860.0,-229264349726902.0,"Urola, Gipuzkoa, Spain",,,,,
3852,Para amantes de la arquitectura,relax,,,,experience,,,,,Euskadi,,old,alone,,,,,,,,
3853,"5 paradas en la historia, un recorrido en familia por Urola",relax,,,,experience,,,,,Euskadi,,young,alone,4315157491017860.0,-229264349726902.0,"Urola, Gipuzkoa, Spain",,,,,
3854,"En el corazón de Gipuzkoa, la gastronomía más auténtica",relax,,,,experience,,,,,Euskadi,,adult,alone,430756299.0,-22236667.0,"Gipuzkoa, Spain",,,,,
3855,Vive una experiencia 100% en euskera,relax,,,,experience,,,,,Euskadi,,adult,in groups,,,,,,,,
3856,Un día en familia conociendo Oarsoaldea,relax,,,,experience,,,,,Euskadi,,old,in family,,,,,,,,
3857,"2022, Año Ignaciano: el Camino Ignaciano en Urola",relax,,,,experience,,,,,Euskadi,,old,alone,,,,,,,,
3858,Disfruta y participa en nuestra gastronomía,relax,,,,experience,,,,,Euskadi,Pasai San Pedro; Pasai Donibane,young,alone,,,,,,,,
3859,Un recorrido por el pasado ferroviario: la Vía Verde del Urola,relax,,,,experience,,,,,Euskadi,,adult,in groups,4315157491017860.0,-229264349726902.0,"Urola, Gipuzkoa, Spain",43.1857742,-2.2614185,"Julián Elortza Hiribidea, 8, 20730 Azpeitia, Gipuzkoa, España",4.6,N/A
3860,"Un día en el entorno natural de Izarraitz, declarado zona especial de conservación",relax,,,,experience,,,,,Euskadi,,adult,in groups,4321166669999990.0,-23044444.0,"Monte Izarraitz, 20720, Gipuzkoa, Spain",,,,,
3861,Descubre la identidad del pueblo vasco,relax,,,,experience,,,,,Euskadi,,old,alone,,,,,,,,
3862,Castillos y Torres de Álava,relax,,,,experience,,,,,Euskadi,,adult,in groups,429099989.0,-26983868.0,"Ãlava, Spain",42.8240339,-3.1139343,"Real Kalea, 16, 01426, Araba, España",4.5,N/A
3863,"Un día para disfrutar de la naturaleza, siguiendo los pasos de la prehistoria",relax,,,,experience,,,,,Euskadi,,young,in groups,,,,,,,,
3864,Un mundo de tradición,relax,,,,experience,,,43.0341127,-2.4171658,Euskadi,,old,alone,,,,,,,,
3865,"Talaia, una ruta con encanto entre Pasaia y Hondarribia",relax,,,,experience,,,,,Euskadi,,adult,in family,433708434.0,-18001488.0,"Hondarribia, Gipuzkoa, Spain",,,,,
